,0_0_0,0_0_1,0_0_2,0_0_3,0_0_4,0_0_5,0_0_6,0_1_0,0_1_1,0_1_2,0_1_3,0_1_4,0_1_5,0_2_0,0_2_1,0_2_2,0_2_3,0_2_4,0_3_0,0_3_1,0_3_2,0_3_3,0_4_0,0_4_1,0_4_2,0_5_0,0_5_1,0_6_0,1_0_0,1_0_1,1_0_2,1_0_3,1_0_4,1_0_5,1_1_0,1_1_1,1_1_2,1_1_3,1_1_4,1_2_0,1_2_1,1_2_2,1_2_3,1_3_0,1_3_1,1_3_2,1_4_0,1_4_1,1_5_0,2_0_0,2_0_1,2_0_2,2_0_3,2_0_4,2_1_0,2_1_1,2_1_2,2_1_3,2_2_0,2_2_1,2_2_2,2_3_0,2_3_1,2_4_0,3_0_0,3_0_1,3_0_2,3_0_3,3_1_0,3_1_1,3_1_2,3_2_0,3_2_1,3_3_0,4_0_0,4_0_1,4_0_2,4_1_0,4_1_1,4_2_0,5_0_0,5_0_1,5_1_0,6_0_0,6_6_6
3_0_2,3.906250000000001e-05,0.0007421875,0.0141015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011718750000000002,0.0022265625000000002,0.0423046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003515625000000001,0.0066796875,0.1269140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010546875000000003,0.0200390625,0.3807421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_0_3,1.9531250000000005e-06,3.7109375000000006e-05,0.000705078125,0.013396484374999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859375000000002e-06,0.00011132812500000002,0.002115234375,0.040189453124999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7578125000000005e-05,0.0003339843750000001,0.006345703124999999,0.12056835937499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.273437500000001e-05,0.0010019531250000002,0.019037109375,0.36170507812499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_1_0,0.00234375,0.0,0.0,0.0,0.0,0.0,0.0,0.01328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007031249999999999,0.0,0.0,0.0,0.0,0.0,0.03984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021093749999999998,0.0,0.0,0.0,0.0,0.11953124999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06328125,0.0,0.0,0.0,0.35859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_1_1,0.0001171875,0.0022265625,0.0,0.0,0.0,0.0,0.0,0.0006640625,0.0126171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003515625,0.006679687499999999,0.0,0.0,0.0,0.0,0.0019921875,0.0378515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010546874999999999,0.020039062499999996,0.0,0.0,0.0,0.0059765625,0.11355468749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031640625,0.060117187499999995,0.0,0.0,0.0179296875,0.3406640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_1_2,5.859375000000001e-06,0.00011132812499999999,0.002115234375,0.0,0.0,0.0,0.0,3.3203125e-05,0.000630859375,0.011986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7578125000000002e-05,0.00033398437499999997,0.006345703124999999,0.0,0.0,0.0,9.960937500000001e-05,0.001892578125,0.035958984374999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2734375000000006e-05,0.0010019531249999998,0.019037109374999996,0.0,0.0,0.00029882812500000005,0.005677734375,0.107876953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015820312500000003,0.003005859375,0.05711132812499999,0.0,0.0008964843750000001,0.017033203125,0.32363085937499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_2_0,0.0003515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0019921875,0.0,0.0,0.0,0.0,0.0,0.011289062499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010546875,0.0,0.0,0.0,0.0,0.0,0.0059765625,0.0,0.0,0.0,0.0,0.03386718749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031640624999999998,0.0,0.0,0.0,0.0,0.0179296875,0.0,0.0,0.0,0.10160156249999999,0.0,0.0,0.0,0.0,0.0,0.009492187499999999,0.0,0.0,0.0,0.0537890625,0.0,0.0,0.30480468749999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_2_1,1.7578125e-05,0.00033398437499999997,0.0,0.0,0.0,0.0,0.0,9.960937500000001e-05,0.001892578125,0.0,0.0,0.0,0.0,0.000564453125,0.010724609374999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2734375000000006e-05,0.001001953125,0.0,0.0,0.0,0.0,0.00029882812500000005,0.005677734375,0.0,0.0,0.0,0.0016933593749999998,0.03217382812499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158203125,0.003005859375,0.0,0.0,0.0,0.000896484375,0.017033203125,0.0,0.0,0.005080078125,0.096521484375,0.0,0.0,0.0,0.0,0.000474609375,0.009017578124999998,0.0,0.0,0.002689453125,0.051099609374999994,0.0,0.015240234374999998,0.28956445312499995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_3_0,5.273437499999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000298828125,0.0,0.0,0.0,0.0,0.0,0.0016933593749999998,0.0,0.0,0.0,0.0,0.009595703124999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015820312499999998,0.0,0.0,0.0,0.0,0.0,0.0008964843749999999,0.0,0.0,0.0,0.0,0.005080078124999999,0.0,0.0,0.0,0.028787109374999995,0.0,0.0,0.0,0.0,0.0,0.00047460937499999993,0.0,0.0,0.0,0.0,0.002689453125,0.0,0.0,0.0,0.015240234374999998,0.0,0.0,0.08636132812499998,0.0,0.0,0.0014238281249999997,0.0,0.0,0.0,0.008068359375,0.0,0.0,0.04572070312499999,0.0,0.25908398437499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_0_0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_0_1,0.0001953125,0.0037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005859375000000001,0.011132812499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017578125,0.033398437499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052734375,0.1001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158203125,0.3005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_0_2,9.765625000000002e-06,0.000185546875,0.003525390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9296875000000006e-05,0.0005566406250000001,0.010576171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.789062500000002e-05,0.001669921875,0.031728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026367187500000007,0.005009765625,0.095185546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007910156250000002,0.015029296875,0.28555664062499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_1_0,0.0005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017578124999999998,0.0,0.0,0.0,0.0,0.0,0.0099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052734374999999995,0.0,0.0,0.0,0.0,0.029882812499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158203125,0.0,0.0,0.0,0.0896484375,0.0,0.0,0.0,0.0,0.0,0.0474609375,0.0,0.0,0.2689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_1_1,2.9296875e-05,0.000556640625,0.0,0.0,0.0,0.0,0.0,0.000166015625,0.003154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7890625e-05,0.0016699218749999997,0.0,0.0,0.0,0.0,0.000498046875,0.009462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026367187499999996,0.005009765624999999,0.0,0.0,0.0,0.001494140625,0.028388671874999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000791015625,0.015029296874999999,0.0,0.0,0.004482421875,0.085166015625,0.0,0.0,0.0,0.0,0.002373046875,0.045087890625,0.0,0.013447265625,0.25549804687499994,0.0,0.0,0.0,0.0,0.0,0.0
4_2_0,8.7890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000498046875,0.0,0.0,0.0,0.0,0.0,0.0028222656249999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000263671875,0.0,0.0,0.0,0.0,0.0,0.001494140625,0.0,0.0,0.0,0.0,0.008466796874999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007910156249999999,0.0,0.0,0.0,0.0,0.004482421875,0.0,0.0,0.0,0.025400390624999998,0.0,0.0,0.0,0.0,0.0,0.0023730468749999997,0.0,0.0,0.0,0.013447265625,0.0,0.0,0.07620117187499999,0.0,0.0,0.007119140625,0.0,0.0,0.040341796875,0.0,0.22860351562499998,0.0,0.0,0.0,0.0,0.0
5_0_0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791015625,0.0,0.0,0.0,0.0,0.0,0.2373046875,0.0,0.0,0.0,0.0
5_0_1,4.8828125e-05,0.000927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014648437500000002,0.0027832031249999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000439453125,0.008349609374999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001318359375,0.025048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003955078125,0.075146484375,0.0,0.0,0.0,0.0,0.011865234375,0.225439453125,0.0,0.0,0.0
5_1_0,0.000146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.000830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043945312499999996,0.0,0.0,0.0,0.0,0.0,0.002490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013183593749999999,0.0,0.0,0.0,0.0,0.0074707031249999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003955078125,0.0,0.0,0.0,0.022412109375,0.0,0.0,0.0,0.0,0.0,0.011865234375,0.0,0.0,0.067236328125,0.0,0.0,0.035595703124999996,0.0,0.20170898437499998,0.0,0.0
6_0_0,0.000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000732421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006591796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019775390625,0.0,0.0,0.0,0.0,0.0,0.059326171875,0.0,0.0,0.177978515625,0.0
6_6_6,4.345178604125977e-17,8.255839347839355e-16,1.5686094760894773e-14,2.980358004570007e-13,5.662680208683013e-12,1.0759092396497723e-10,2.044227555334567e-09,2.462267875671387e-16,4.678308963775635e-15,8.888787031173706e-14,1.688869535923004e-12,3.208852118253707e-11,6.096819024682043e-10,1.3952851295471194e-15,2.6510417461395264e-14,5.0369793176651e-13,9.570260703563689e-12,1.8183495336771008e-10,7.906615734100343e-15,1.5022569894790648e-13,2.854288280010223e-12,5.423147732019423e-11,4.480415582656861e-14,8.512789607048035e-13,1.6174300253391263e-11,2.5389021635055545e-13,4.823914110660554e-12,1.438711225986481e-12,1.3035535812377932e-16,2.4767518043518067e-15,4.7058284282684326e-14,8.941074013710021e-13,1.698804062604904e-11,3.227727718949317e-10,7.386803627014161e-16,1.4034926891326904e-14,2.666636109352112e-13,5.0666086077690115e-12,9.626556354761122e-11,4.185855388641358e-15,7.953125238418579e-14,1.51109379529953e-12,2.8710782110691066e-11,2.3719847202301026e-14,4.5067709684371945e-13,8.562864840030669e-12,1.3441246747970583e-13,2.5538368821144106e-12,7.616706490516664e-13,3.9106607437133794e-16,7.43025541305542e-15,1.4117485284805297e-13,2.682322204113006e-12,5.096412187814711e-11,2.2160410881042483e-15,4.210478067398071e-14,7.999908328056334e-13,1.5199825823307035e-11,1.2557566165924074e-14,2.385937571525574e-13,4.5332813858985895e-12,7.115954160690309e-14,1.3520312905311585e-12,4.032374024391175e-13,1.1731982231140138e-15,2.229076623916626e-14,4.2352455854415887e-13,8.046966612339019e-12,6.648123264312746e-15,1.2631434202194215e-13,2.3999724984169005e-12,3.767269849777223e-14,7.157812714576722e-13,2.1347862482070924e-13,3.5195946693420415e-15,6.687229871749878e-14,1.2705736756324765e-12,1.9944369792938237e-14,3.7894302606582644e-13,1.1301809549331668e-13,1.0558784008026126e-14,2.0061689615249634e-13,5.98331093788147e-14,3.1676352024078374e-14,0.04934268366858944
